PopupChinese.com – New HSK Level 6,,,,,
序号,词汇,繁体,拼音,英文翻译,词性
1669,舒畅,舒暢,shu1chang4,comfortable,adjective
1670,书法,書法,shu1fa3,calligraphy,noun
1671,疏忽,疏忽,shu1hu5,cursoriness,noun
1672,书籍,書籍,shu1ji2,book,noun
1673,书记,書記,shu1ji5,secretary,noun
1674,书面,書面,shu1mian4,written form,noun
1675,数,數,shu3,to count,verb
1676,束,束,shu4,bundle,measure word
1677,竖,豎,shu4,to erect,verb
1678,数额,數額,shu4e2,amount,noun
1679,束缚,束縛,shu4fu4,to restrict,verb
1680,树立,樹立,shu4li4,to build up,verb
1681,数目,數目,shu4mu4,number,noun
1682,耍,耍,shua3,to play,verb
1683,衰老,衰老,shuai1lao3,to become old,verb
1684,衰退,衰退,shuai1tui4,to decay,verb
1685,率领,率領,shuai4ling3,to lead,verb
1686,涮火锅,涮火鍋,shuan4huo3guo1,to eat hot pot,verb
1687,爽快,爽快,shuang3kuai4,kindly,adjective
1688,水利,水利,shui3li4,water conservancy,noun
1689,水龙头,水龍頭,shui3long2tou2,tap,noun
1690,水泥,水泥,shui3ni2,cement,noun
1691,司法,司法,si1fa3,judicature,noun
1692,司令,司令,si1ling4,chief of staff,noun
1693,思念,思念,si1nian4,to miss,verb
1694,思索,思索,si1suo3,to think,verb
1695,思维,思維,si1wei2,thought,noun
1696,斯文,斯文,si1wen2,gentle,adjective
1697,思绪,思緒,si1xu4,thinking,noun
1698,私自,私自,si1zi4,privately,adjective
1699,死亡,死亡,si3wang2,death,noun
1700,肆无忌惮,肆無忌憚,si4wu2ji4dan4,unscrupulous,other
1701,饲养,飼養,si4yang3,to breed,verb
1702,四肢,四肢,si4zhi1,extremity,noun
1703,耸,聳,song3,to shrug,verb
1704,艘,艘,sou1,measure word for warships,measure word
1705,搜索,搜索,sou1suo3,to hunt,verb
1706,苏醒,蘇醒,su1xing3,vivification,noun
1707,俗话,俗話,su2hua4,colloquialism,noun
1708,素食主义,素食主義,su4shi2zhu3yi4,vegetarianism,noun
1709,诉讼,訴訟,su4song4,lawsuit,noun
1710,塑造,塑造,su4zao4,to mold,verb
1711,素质,素質,su4zhi5,diathesis,noun
1712,算了,算了,suan4le5,forget it,other
1713,算数,算數,suan4shu4,to count,verb
1714,随即,隨即,sui2ji2,with that,adverb
1715,随身,隨身,sui2shen1,take with,adverb
1716,随手,隨手,sui2shou3,conveniently,adverb
1717,随意,隨意,sui2yi4,random,adjective
1718,隧道,隧道,sui4dao4,tunnel,noun
1719,岁月,歲月,sui4yue4,years,noun
1720,损坏,損壞,sun3huai4,to mangle,verb
1721,索赔,索賠,suo3pei2,to claim for compensation,verb
1722,索性,索性,suo3xing4,simply,adverb
1723,塌,塌,ta1,to collapse,verb
1724,踏实,踏實,ta1shi5,practical,adjective
1725,台风,颱風,tai2feng1,typhoon,noun
1726,泰斗,泰斗,tai4dou3,leading authority,noun
1727,太空,太空,tai4kong1,outer space,noun
1728,瘫痪,癱瘓,tan1huan4,paralysis,noun
1729,贪婪,貪婪,tan1lan3,greed,noun
1730,贪污,貪污,tan1wu1,to defalcate,verb
1731,弹性,彈性,tan2xing4,flexibility,noun
1732,坦白,坦白,tan3bai2,to confess,verb
1733,探测,探測,tan4ce4,to probe,verb
1734,叹气,歎氣,tan4qi4,sigh,noun
1735,探索,探索,tan4suo3,to explore,verb
1736,探讨,探討,tan4tao3,to discuss,verb
1737,探望,探望,tan4wang4,to visit,verb
1738,糖葫芦,糖葫蘆,tang2hu2lu5,candied fruit,noun
1739,倘若,倘若,tang3ruo4,provided,conjunction
1740,趟,趟,tang4,time,measure word
1741,摊儿,攤兒,tan1r5,booth,noun
1742,掏,掏,tao1,to draw out,verb
1743,滔滔不绝,滔滔不絕,tao1tao1bu4jue2,to dash along,verb
1744,陶瓷,陶瓷,tao2ci2,ceramics,noun
1745,淘气,淘氣,tao2qi4,naughty,adjective
1746,淘汰,淘汰,tao2tai4,to wash out,verb
1747,讨价还价,討價還價,tao3jia4huan2jia4,to bargain,verb
1748,特长,特長,te4chang2,one's strong suit,noun
1749,特定,特定,te4ding4,specific,adjective
1750,特色,特色,te4se4,shtick,noun
1751,提拔,提拔,ti2ba2,to promote,verb
1752,题材,題材,ti2cai2,subject-matter,noun
1753,提炼,提煉,ti2lian4,to abstract,verb
1754,提示,提示,ti2shi4,cue,noun
1755,提议,提議,ti2yi4,to suggest,verb
1756,体谅,體諒,ti3liang4,consideration,noun
1757,体面,體面,ti3mian4,grace,adjective
1758,体系,體系,ti3xi4,system,noun
1759,天才,天才,tian1cai2,genius,noun
1760,天伦之乐,天倫之樂,tian1lun2zhi1le4,happiness of family life,noun
1761,天然气,天然氣,tian1ran2qi4,natural gas,noun
1762,天生,天生,tian1sheng1,innate,adjective
1763,天堂,天堂,tian1tang2,heaven,noun
1764,天文,天文,tian1wen2,astronomy,noun
1765,田径,田徑,tian2jing4,track and field,noun
1766,舔,舔,tian3,to lap,verb
1767,条款,條款,tiao1ti4,article,noun
1768,挑剔,挑剔,tiao1ti4,to carp at,verb
1769,调和,調和,tiao2he2,harmonious,adjective
1770,调剂,調劑,tiao2ji4,to adjust,verb
1771,调节,調節,tiao2jie2,to regulate,verb
1772,调解,調解,tiao2jie3,to mediate,verb
1773,条理,條理,tiao2li3,consecution,noun
1774,调料,調料,tiao2liao4,seasoning,noun
1775,条约,條約,tiao2yue1,treaty,noun
1776,挑拨,挑撥,tiao3bo1,to stir up tensions among others,verb
1777,挑衅,挑釁,tiao3xin4,provocation,noun
1778,跳跃,跳躍,tiao4yue4,to caper,verb
1779,停泊,停泊,ting2bo2,to berth,verb
1780,停顿,停頓,ting2dun4,pause,noun
1781,停滞,停滯,ting2zhi4,stasis,noun
1782,亭子,亭子,ting2zi5,pavilion,noun
1783,挺拔,挺拔,ting3ba2,tall and straight,adjective
1784,通货膨胀,通貨膨脹,tong1huo4peng2zhang4,inflation,noun
1785,通俗,通俗,tong1su2,popular,adjective
1786,通用,通用,tong1yong4,currency,noun
1787,同胞,同胞,tong2bao1,brethren,noun
1788,童话,童話,tong2hua4,fairy tale,noun
1789,铜矿,銅礦,tong2kuang4,copper mine,noun
1790,同志,同志,tong2zhi4,comrade,noun
1791,统筹兼顾,統籌兼顧,tong3chou2jian1gu4,unified planning so as to take into consideration every aspect of a matter,other
1792,统计,統計,tong3ji4,statistics,noun
1793,统统,統統,tong3tong3,all,adverb
1794,投机,投機,tou2ji1,to be a speculator,verb
1795,投票,投票,tou2piao4,to poll,verb
1796,投降,投降,tou2xiang2,to capitulate,verb
1797,投掷,投擲,tou2zhi4,to cast,verb
1798,秃,禿,tu1,bald,adjective
1799,突破,突破,tu1po4,to break through,verb
1800,图案,圖案,tu2an4,pattern,noun
1801,徒弟,徒弟,tu2di4,prentice,noun
1802,途径,途徑,tu2jing4,approach,noun
1803,涂抹,塗抹,tu2mo3,to daub,verb
1804,土壤,土壤,tu3rang3,soil,noun
1805,团结,團結,tuan2jie2,solidarity,noun
1806,团体,團體,tuan2ti3,fellowship,noun
1807,团圆,團圓,tuan2yuan2,reunion,noun
1808,推测,推測,tui1ce4,to speculate,verb
1809,推翻,推翻,tui1fan1,to overset,verb
1810,推论,推論,tui1lun4,to deduce,verb
1811,推销,推銷,tui1xiao1,salesmanship,noun
1812,推理,推理,tui1li3,speculative,adjective
1813,吞咽,吞咽,tun1yan4,to swallow,verb
1814,脱离,脫離,tuo1li2,to disengage,verb
1815,拖延,拖延,tuo1yan2,to prolong,verb
1816,托运,托運,tuo1yun4,to consign for shipment,verb
1817,妥当,妥當,tuo3dang4,appropriate,adjective
1818,妥善,妥善,tuo3shan4,properly,adverb
1819,妥协,妥協,tuo3xie2,compromise,noun
1820,椭圆,橢圓,tuo3yuan2,ellipse,noun
1821,唾沫,唾沫,tuo4mo5,saliva,noun
1822,挖掘,挖掘,wa1jue2,to dig,verb
1823,娃娃,娃娃,wa2wa5,dull,noun
1824,瓦解,瓦解,wa3jie3,to collapse,verb
1825,袜子,襪子,wa4zi5,sock,noun
1826,哇,哇,wa5,wow,auxiliary
1827,歪曲,歪曲,wai1qu1,to distort,verb
1828,外表,外表,wai4biao3,appearance,noun
1829,外行,外行,wai4hang2,layman,noun
1830,外界,外界,wai4jie4,the outside world,noun
1831,外向,外向,wai4xiang4,extroverted,adjective
1832,丸,丸,wan2,pill,measure word
1833,完备,完備,wan2bei4,complete,adjective
1834,完毕,完畢,wan2bi4,to done with,verb
1835,顽固,頑固,wan2gu4,stubborn,adjective
1836,玩弄,玩弄,wan2nong4,to toy with,verb
1837,顽强,頑強,wan2qiang2,brawniness,noun
1838,玩意儿,玩意兒,wan2yi4r5,toy,noun
1839,挽回,挽回,wan3hui2,to retrieve,verb
1840,挽救,挽救,wan3jiu4,to save,verb
1841,惋惜,惋惜,wan3xi1,to bemoan,verb
1842,万分,萬分,wan4fen1,extremely,adverb
1843,往常,往常,wang3chang2,habitually in the past,adverb
1844,网络,網路,wang3luo4,network,noun
1845,往事,往事,wang3shi4,past events,noun
1846,妄想,妄想,wang4xiang3,to attempt vainly,verb
1847,微不足道,微不足道,wei1bu4zu2dao4,negligible,adjective
1848,威风,威風,wei1feng1,portliness,noun
1849,微观,微觀,wei1guan1,micro,adjective
1850,危机,危機,wei1ji1,crisis,noun
1851,威力,威力,wei1li4,power,noun
1852,威望,威望,wei1wang4,prestige,noun
1853,危险,危險,wei1xian3,danger,noun
1854,威信,威信,wei1xin4,authority,noun
1855,违背,違背,wei2bei4,to be contrary to ,verb
1856,维持,維持,wei2chi2,to maintain,verb
1857,唯独,唯獨,wei2du2,exceptionally,adverb
1858,为难,為難,wei2nan2,to baffle,verb
1859,为期,為期,wei2qi1,duration,noun
1860,维生素,維生素,wei2sheng1su4,vitamin,noun
1861,为首,為首,wei2shou3,to take the lead,verb
1862,维修,維修,wei2xiu1,maintenance,noun
1863,委员,委員,wei3yuan2,commissary,noun
1864,伪造,偽造,wei3zao4,to fabricate,verb
1865,未必,未必,wei4bi4,not sure,adverb
1866,畏惧,畏懼,wei4ju4,to fear,verb
1867,胃口,胃口,wei4kou3,appetite,noun
1868,未免,未免,wei4mian3,rather,adverb
1869,慰问,慰問,wei4wen4,to condole,verb
1870,卫星,衛星,wei4xing1,satellite,noun
1871,位于,位於,wei4yu2,to locate,verb
1872,温带,溫帶,wen1dai4,temperate zone,noun
1873,温和,溫和,wen1he2,moderate,adjective
1874,文凭,文憑,wen2ping2,diploma,noun
1875,文物,文物,wen2wu4,cultural relic,noun
1876,文献,文獻,wen2xian4,literature,noun
1877,文雅,文雅,wen2ya3,elegant,adjective
1878,文艺,文藝,wen2yi4,literature and art,noun
1879,问世,問世,wen4shi4,to come out,verb
1880,窝,窩,wo1,cote,noun
1881,乌黑,烏黑,wu1hei1,jet black,adjective
1882,污蔑,污蔑,wu1mie4,vilification,noun
1883,诬陷,誣陷,wu1xian4,false charges,noun
1884,无比,無比,wu2bi3,extremely,adverb
1885,无偿,無償,wu2chang2,freely,adverb
1886,无耻,無恥,wu2chi3,shameless,adjective
1887,无从,無從,wu2cong2,no way to go about,adverb
1888,舞蹈,舞蹈,wu2dao3,dance,noun
1889,无动于衷,無動於衷,wu2dong4yu2zhong1,to be unmoved,verb
1890,无非,無非,wu2fei1,no more than,adverb
1891,无精打采,無精打采,wu2jing1da3cai3,listless,adjective
1892,无可奉告,無可奉告,wu2ke3feng4gao4,no comment on,other
1893,无可奈何,無可奈何,wu2ke3nai4he2,to have nothing to do,verb
1894,无赖,無賴,wu2lai4,rascal,noun
1895,无理取闹,無理取鬧,wu2li3qu3nao4,deliberately provocative,verb
1896,无能为力,無能為力,wu2neng2wei2li4,powerless,adjective
1897,无穷无尽,無窮無盡,wu2qiong2wu2jin4,endless,adjective
1898,侮辱,侮辱,wu3ru3,to affront,verb
1899,无微不至,無微不至,wu2wei1bu4zhi4,considerable,adjective
1900,无忧无虑,無憂無慮,wu2you1wu2lv4,carefree,adjective
1901,无知,無知,wu2zhi1,ignorance,noun
1902,武侠,武俠,wu3xia2,martial arts,noun
1903,武装,武裝,wu3zhuang1,arming,noun
1904,勿,勿,wu4,do not,adverb
1905,务必,務必,wu4bi4,must,adverb
1906,误差,誤差,wu4cha1,deviation,noun
1907,误解,誤解,wu4jie3,to misapprehend,verb
1908,物美价廉,物美價廉,wu4mei3jia4lian2,filling at the price,other
1909,务实,務實,wu4shi2,pragmatic,adjective
1910,物资,物資,wu4zi1,material,noun
1911,溪,溪,xi1,brook,noun
1912,膝盖,膝蓋,xi1gai4,knee,noun
1913,熄灭,熄滅,xi1mie4,to crush out,verb
1914,吸取,吸取,xi1qu3,to extract,verb
1915,昔日,昔日,xi1ri4,formerly,adverb
1916,牺牲,犧牲,xi1sheng1,to sacrifice,verb
1917,夕阳,夕陽,xi1yang2,sunset,noun
1918,媳妇,媳婦,xi2fu5,wife,noun
1919,袭击,襲擊,xi2ji1,to attack,verb
1920,习俗,習俗,xi2su2,consuetude,noun
1921,喜闻乐见,喜聞樂見,xi3wen2le4jian4,pleased to see,other
1922,喜悦,喜悅,xi3yue4,gladness,noun
1923,细胞,細胞,xi4bao1,cell,noun
1924,细菌,細菌,xi4jun1,bacilli,noun
1925,系列,系列,xi4lie4,series,noun
1926,细致,細緻,xi4zhi4,meticulous,adjective
1927,霞,霞,xia2,afterglow,noun
1928,狭隘,狹隘,xia2ai4,narrow,adjective
1929,峡谷,峽谷,xia2gu3,canyon,noun
1930,狭窄,狹窄,xia2zhai3,narrow,adjective
1931,夏令营,夏令營,xia4ling4ying2,summer camp,noun
1932,下属,下屬,xia4shu3,underling,noun
1933,先进,先進,xian1jin4,advanced,adjective
1934,先前,先前,xian1lie4,before,noun
1935,鲜明,鮮明,xian1ming2,bright,adjective
1936,掀起,掀起,xian1qi3,to lift,verb
1937,纤维,纖維,xian1wei2,fibre,noun
1938,弦,弦,xian2,bowstring,noun
1939,嫌,嫌,xian2,to dislike,verb
1940,闲话,閒話,xian2hua4,claver,noun
1941,贤慧,賢慧,xian2hui4,virtuous,adjective
1942,衔接,銜接,xian2jie1,to join,verb
1943,嫌疑,嫌疑,xian2yi2,suspicion,noun
1944,显著,顯著,xian3zhu4,obvious,adjective
1945,现场,現場,xian4chang3,scene,noun
1946,现成,現成,xian4cheng2,ready-made,adjective
1947,宪法,憲法,xian4fa3,constitution,noun
1948,陷害,陷害,xian4hai4,circumvention,noun
1949,陷入,陷入,xian4ru4,to plunge,verb
1950,线索,線索,xian4suo3,clue,noun
1951,现状,現狀,xian4zhuang4,actuality,noun
1952,相差,相差,xiang1cha4,to differ,verb
1953,相等,相等,xiang1deng3,to be equal to ,verb
1954,相辅相成,相輔相成,xiang1fu3xiang1cheng2,complementary,other
1955,镶嵌,鑲嵌,xiang1qian4,to beset,verb
1956,相应,相應,xiang1ying4,relatively,adverb
1957,乡镇,鄉鎮,xiang1zhen4,villages and towns,noun
1958,想方设法,想方設法,xiang3fang1she4fa3,to leave no stone unturned,verb
1959,响亮,響亮,xiang3liang4,loud and clear,adjective
1960,回应,回應,hui2ying4,to response,verb
1961,巷,巷,xiang4,alley,noun
1962,向导,嚮導,xiang4dao3,guide,noun
1963,向来,向來,xiang4lai2,all along,adverb
1964,向往,嚮往,xiang4wang3,to desire,verb
1965,馅儿,餡兒,xian4r5,stuffing,noun
1966,消除,消除,xiao1chu2,to avoid,verb
1967,消毒,消毒,xiao1du2,to disinfect,verb
1968,消防,消防,xiao1fang2,fire protection,noun
1969,消耗,消耗,xiao1hao4,to consume,verb
1970,销毁,銷毀,xiao1hui3,to destroy,verb
1971,消极,消極,xiao1ji2,negative,adjective
1972,小心翼翼,小心翼翼,xiao3xin1yi4yi4,carefully,adverb
1973,肖像,肖像,xiao4xiang4,portrait,noun
1974,效益,效益,xiao4yi4,benefit,noun
1975,携带,攜帶,xie2dai4,to schlep,verb
1976,协会,協會,xie2hui4,association,noun
1977,协助,協助,xie2zhu4,assistance,noun
1978,写作,寫作,xie3zuo4,composition,noun
1979,屑,屑,xie4,crumb,noun
1980,谢绝,謝絕,xie4jue2,to decline with thanks,verb
1981,泄露,洩露,xie4lou4,to divulge,verb
1982,泄气,洩氣,xie4qi4,to despair,verb
1983,新陈代谢,新陳代謝,xin1chen2dai4xie4,metabolism,noun
1984,心得,心得,xin1de2,gained knowledge,noun
1985,辛苦,辛苦,xin1ku3,hard,adjective
1986,新郎,新郎,xin1lang2,bridegroom,noun
1987,心灵,心靈,xin1ling2,heart,noun
1988,新娘,新娘,xin1niang2,bride,noun
1989,辛勤,辛勤,xin1qin2,industrious,adjective
1990,薪水,薪水,xin1shui3,salary,noun
1991,心态,心態,xin1tai4,mentality,noun
1992,心疼,心疼,xin1teng2,distressed,adjective
1993,欣慰,欣慰,xin1wei4,glad,adjective
1994,欣欣向荣,欣欣向榮,xin1xin1xiang4rong2,flourishing,adjective
1995,心血,心血,xin1xue4,heart blood,noun
1996,心眼儿,心眼兒,xin1yanr3,mind,noun
1997,新颖,新穎,xin1ying3,new,adjective
1998,信赖,信賴,xin4lai4,to depend,verb
1999,信念,信念,xin4nian4,faith,noun
2000,信仰,信仰,xin4yang3,belief,noun
2001,信誉,信譽,xin4yu4,credit standing,noun
2002,腥,腥,xing1,fishy smell,adjective
2003,兴隆,興隆,xing1long2,boom,adjective
2004,兴旺,興旺,xing1wang4,boom,adjective
2005,刑事,刑事,xing2shi4,criminal,adjective
2006,形态,形態,xing2tai4,modality,noun
2007,行政,行政,xing2zheng4,administration,noun
2008,兴高采烈,興高采烈,xing4gao1cai3lie4,in high spirits,other
2009,幸好,幸好,xing4hao3,just as well,adverb
2010,性命,性命,xing4ming4,life,noun
2011,性能,性能,xing4neng2,performance,noun
2012,性情,性情,xing4qing2,temperament,noun
2013,兴致勃勃,興致勃勃,xing4zhi4bo2bo2,in spirits,adverb
2014,凶恶,兇惡,xiong1e4,fierce,adjective
2015,胸怀,胸懷,xiong1huai2,bosom,noun
2016,凶手,兇手,xiong1shou3,murderer,noun
2017,胸膛,胸膛,xiong1tang2,thoraces,noun
2018,雄厚,雄厚,xiong2hou4,powerful,adjective
2019,羞耻,羞恥,xiu1chi3,shame,noun
2020,修复,修復,xiu1fu4,rehab,noun
2021,修建,修建,xiu1jian4,to construct,verb
2022,修理,修理,xiu1li3,to fix,verb
2023,休养,休養,xiu1yang3,to recuperate,verb
2024,绣,繡,xiu4,to embroider,verb
2025,嗅觉,嗅覺,xiu4jue2,olfaction,noun
2026,虚假,虛假,xu1jia3,fake,adjective
2027,需求,需求,xu1qiu2,to demand,verb
2028,虚荣,虛榮,xu1rong2,peacockery,noun
2029,虚伪,虛偽,xu1wei3,hypocritical,adjective
2030,须知,須知,xu1zhi1,notice,noun
2031,许可,許可,xu3ke3,admission,noun
2032,酗酒,酗酒,xu4jiu3,to binge drink,verb
2033,畜牧,畜牧,xu4mu4,farming,noun
2034,序言,序言,xu4yan2,preliminary remarks,noun
2035,宣誓,宣誓,xuan1shi4,juration,noun
2036,宣扬,宣揚,xuan1yang2,to blazon forth,verb
2037,悬挂,懸掛,xuan2gua4,to swing from,verb
2038,旋律,旋律,xuan2lv4,rhythm,noun
2039,悬念,懸念,xuan2nian4,suspense,noun
2040,悬崖峭壁,懸崖峭壁,xuan2ya2qiao4bi4,cliff,noun
2041,旋转,旋轉,xuan2zhuan3,to whirl,verb
2042,选拔,選拔,xuan3ba2,to select,verb
2043,选手,選手,xuan3shou3,contestant,noun
2044,削弱,削弱,xue1ruo4,to weaken,verb
2045,学历,學歷,xue2li4,educational background,noun
2046,学说,學說,xue2shuo1,theory,noun
2047,学位,學位,xue2wei4,degree,noun
2048,雪上加霜,雪上加霜,xue3shang4jia1shuang1,worse,other
2049,血压,血壓,xue4ya1,blood pressure,noun
2050,熏陶,薰陶,xun1tao2,Influence,noun
2051,循环,迴圈,xun2huan2,to circulate,verb
2052,巡逻,巡邏,xun2luo2,to patrol,verb
2053,寻觅,尋覓,xun2mi4,to seek,verb
2054,循序渐进,循序漸進,xun2xu4jian4jin4,step by step,other
2055,押金,押金,ya1jin1,deposit,noun
2056,压迫,壓迫,ya1po4,crackdown,noun
2057,压岁钱,壓歲錢,ya1sui4qian2,lucky money,noun
2058,压缩,壓縮,ya1suo3,to compress,verb
2059,压抑,壓抑,ya1yi4,inhibition,noun
2060,压榨,壓榨,ya1zha4,to squeeze,verb
2061,压制,壓制,ya1zhi4,to suppress,verb
2062,亚军,亞軍,ya4jun1,runner-up,noun
2063,烟花爆竹,煙花爆竹,yan1hua1bao4zhu2,fireworks,noun
2064,淹没,淹沒,yan1mo4,to flood,verb
2065,沿海,沿海,yan2hai3,coastal,adjective
2066,严寒,嚴寒,yan2han2,bitter cold,adjective
2067,严禁,嚴禁,yan2jin4,strictly prohibit,verb
2068,严峻,嚴峻,yan2jun4,grim,adjective
2069,严厉,嚴厲,yan2li4,stern,adjective
2070,言论,言論,yan2lun4,free press,noun
2071,严密,嚴密,yan2mi4,strict,adjective
2072,延期,延期,yan2qi1,to postponed,verb
2073,炎热,炎熱,yan2re4,hot,adjective
2074,延伸,延伸,yan2shen1,to extend,verb
2075,岩石,岩石,yan2shi2,rock,noun
2076,延续,延續,yan2xu4,to continue,verb
2077,演变,演變,yan3bian4,evolvement,noun
2078,掩盖,掩蓋,yan3gai4,to cover up,verb
2079,眼光,眼光,yan3guang1,vision,noun
2080,掩护,掩護,yan3hu4,coverture,noun
2081,演讲,演講,yan3jiang3,lecture,noun
2082,眼色,眼色,yan3se4,hint or signal given with one's eyes,noun
2083,眼神,眼神,yan3shen2,expression in one's eyes,noun
2084,掩饰,掩飾,yan3shi4,to cover up,verb
2085,演习,演習,yan3xi2,dry run,noun
2086,眼下,眼下,yan3xia4,at this stage,adverb
2087,演绎,演繹,yan3yi4,illation,noun
2088,演奏,演奏,yan3zou4,performance,noun
2089,验收,驗收,yan4shou1,to check and accept,verb
2090,厌恶,厭惡,yan4wu4,to abhor,verb
2091,验证,驗證,yan4zheng4,to validate,verb
2092,氧气,氧氣,yang3qi4,oxygen,noun
2093,样品,樣品,yang4pin3,sample,noun
2094,摇晃,搖晃,yao2huang4,rumble-tumble,noun
2095,摇摆,搖擺,yao2bai3,to swing,verb
2096,摇滚,搖滾,yao2gun3,rock,noun
2097,遥控,遙控,yao2kong4,remote control,noun
2098,谣言,謠言,yao2yan2,canard,noun
2099,遥远,遙遠,yao2yuan3,distant,adjective
2100,咬牙切齿,咬牙切齒,yao3ya2qie4chi3,to grind one's teeth,verb
2101,要不然,要不然,yao4bu4ran2,or else,conjunction
2102,要点,要點,yao4dian3,cruces,noun
2103,要命,要命,yao4ming4,terribly,adverb
2104,要素,要素,yao4su4,factor,noun
2105,耀眼,耀眼,yao4yan3,dazzling,adjective
2106,野蛮,野蠻,ye3man2,brutal,adjective
2107,野心,野心,ye3xin1,ambition,noun
2108,依次,依次,yi1ci4,in turn,adverb
2109,一度,一度,yi1du4,for a time,adverb
2110,一贯,一貫,yi1guan4,all along,adverb
2111,依旧,依舊,yi1jiu4,as of old,adverb
2112,依据,依據,yi1ju4,according to,preposition
2113,依靠,依靠,yi1kao4,to depend on,verb
2114,依赖,依賴,yi1lai4,to build upon,verb
2115,一流,一流,yi1liu2,the best,adjective
2116,一律,一律,yi1lv4,all and singular,adverb
2117,一目了然,一目了然,yi1mu4liao3ran2,clear at a glance,other
2118,衣裳,衣裳,yi1shang5,clothes,noun
2119,依托,依託,yi1tuo1,to rely on,verb
2120,一向,一向,yi1xiang4,all along,adverb
2121,一再,一再,yi1zai4,repeatedly,adverb
2122,遗产,遺產,yi2chan3,bequest,noun
2123,遗传,遺傳,yi2chuan2,inheritance,noun
2124,疑惑,疑惑,yi2huo4,to doubt,verb
2125,遗留,遺留,yi2liu2,to bequeath,verb
2126,仪器,儀器,yi2qi4,apparatus,noun
2127,遗失,遺失,yi2shi1,to lose,verb
2128,仪式,儀式,yi2shi4,ceremony,noun
2129,以便,以便,yi3bian4,in order to,adverb
2130,以免,以免,yi3mian3,for fear,adverb
2131,以往,以往,yi3wang3,anciently,adverb
2132,以致,以致,yi3zhi4,so as to,adverb
2133,以至,以至,yi3zhi4,up to,adverb
2134,亦,亦,yi4,also,conjunction
2135,翼,翼,yi4,wing,noun
2136,异常,異常,yi4chang2,abnormal,adjective
2137,一帆风顺,一帆風順,yi1fan1feng1shun4,plain sailing,other
2138,一举两得,一舉兩得,yi1ju3liang3de2,kill two birds with one stone,other
2139,毅力,毅力,yi4li4,perseverance,noun
2140,意料,意料,yi4liao4,to expect,verb
2141,毅然,毅然,yi4ran2,to take upon oneself,verb
2142,一如既往,一如既往,yi1ru2ji4wang3,to run true to form,other
2143,意识,意識,yi4shi5,consciousness,noun
2144,一丝不苟,一絲不苟,yi1si1bu4gou3,meticulosity,noun
2145,意图,意圖,yi4tu2,intention,noun
2146,意味着,意味著,yi4wei4zhe5,to mean,verb
2147,意向,意向,yi4xiang4,intent,noun
2148,意志,意志,yi4zhi5,purpose,noun
2149,抑制,抑制,yi4zhi4,to restrain,verb
2150,阴谋,陰謀,yin1mou2,intrigue,noun
2151,音响,音響,yin1xiang3,acoustics,noun
2152,隐蔽,隱蔽,yin3bi4,to conceal,verb
2153,引导,引導,yin3dao3,to channel off,verb
2154,隐患,隱患,yin3huan4,hidden danger,noun
2155,隐瞒,隱瞞,yin3man2,to hold back,verb
2156,引擎,引擎,yin3qing2,engine,noun
2157,饮食,飲食,yin3shi2,food and drink,noun
2158,隐私,隱私,yin3si1,privacy,noun
2159,引用,引用,yin3yong4,to quote,verb
2160,隐约,隱約,yin3yue1,faint,adjective
2161,印刷,印刷,yin4shua1,presswork,noun
2162,婴儿,嬰兒,ying1er2,infant,noun
2163,英明,英明,ying1ming2,wise,adjective
2164,英勇,英勇,ying1yong3,heroism,noun
2165,盈利,盈利,ying2li4,profit,noun
2166,迎面,迎面,ying2mian4,head-on,adjective
2167,荧屏,螢屏,ying2ping2,screen,noun
2168,应酬,應酬,ying4chou5,to socialize,verb
2169,应邀,應邀,ying4yao1,to be invited,verb
2170,拥护,擁護,yong1hu4,to support,verb
2171,庸俗,庸俗,yong1su2,philistinism,noun
2172,拥有,擁有,yong1you3,to be seized of,verb
2173,永恒,永恆,yong3heng2,forever,adverb
2174,涌现,湧現,yong3xian4,to come forth,verb
2175,勇于,勇於,yong3yu2,to have the courage to,verb
2176,踊跃,踴躍,yong3yue4,actively,adverb
2177,用功,用功,yong4gong1,to hit the books,verb
2178,用户,用戶,yong4hu4,consumer,noun
2179,优胜劣汰,優勝劣汰,you1sheng4lie4tai4,survival of the fittest,other
2180,优先,優先,you1xian1,precedence,noun
2181,优异,優異,you1yi4,excellent,adjective
2182,忧郁,憂鬱,you1yu4,sad,noun
2183,优越,優越,you1yue4,ascendance,noun
2184,油腻,油膩,you2ni4,fatness,noun
2185,油漆,油漆,you2qi1,oil paint,noun
2186,犹如,猶如,you2ru2,like,preposition
2187,有条不紊,有條不紊,you3tiao2bu4wen3,systematically,other
2188,诱惑,誘惑,you4huo4,to entice,verb
2189,幼稚,幼稚,you4zhi5,childish,adjective
2190,愚蠢,愚蠢,yu2chun3,silly,adjective
2191,舆论,輿論,yu2lun4,public opinion,noun
2192,愚昧,愚昧,yu2mei4,blindness,noun
2193,渔民,漁民,yu2min2,fisherfolk,noun
2194,与日俱增,與日俱增,yu3ri4ju4zeng1,increasing,other
2195,羽绒服,羽絨服,yu3rong2fu2,down jackets,noun
2196,予以,予以,yu3yi3,to give,verb
2197,愈,愈,yu4,more,adverb
2198,预料,預料,yu4liao4,anticipation,noun
2199,预赛,預賽,yu4sai4,tryout,noun
2200,预算,預算,yu4suan4,budget,noun
2201,欲望,欲望,yu4wang4,appetency,noun
